City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
349,Narsaq,GL,60.9167,-46.05,14.22,84,14,3.74,few clouds
350,Dongsheng,CN,39.8161,109.9776,11.01,31,0,5.53,clear sky
351,Kamenka,RU,51.3223,42.7678,16.43,97,22,7.0,few clouds
352,Alugan,PH,12.2188,125.4808,80.38,83,3,9.69,clear sky
353,Camana,PE,-16.6228,-72.7111,71.26,84,74,9.15,broken clouds
354,Kesabpur,BD,22.9167,89.2167,59.56,53,0,6.53,clear sky
355,Portland,US,45.5234,-122.6762,45.18,80,20,3.0,few clouds
356,Ondjiva,AO,-17.0667,15.7333,72.16,35,100,4.88,overcast clouds
357,Dakar,SN,14.6937,-17.4441,72.48,53,100,13.65,overcast clouds
358,Cockburn Town,TC,21.4612,-71.1419,76.14,75,43,20.02,scattered clouds
359,Broome,US,42.2506,-75.833,31.91,63,0,4.0,clear sky
360,Faya,SA,18.3851,42.4509,51.91,62,1,4.76,clear sky
361,Belaya,UA,49.029,25.7706,25.09,94,100,9.17,overcast clouds
362,Yulara,AU,-25.2406,130.9889,67.84,94,100,14.97,overcast clouds
363,Palmer,US,42.1584,-72.3287,31.03,73,99,3.02,overcast clouds
364,Kieta,PG,-6.2167,155.6333,84.78,72,70,10.31,light rain
365,Namibe,AO,-15.1961,12.1522,71.92,69,100,10.58,overcast clouds
366,Lianzhou,CN,24.7811,112.3825,41.72,95,100,4.61,overcast clouds
367,Moussoro,TD,13.6408,16.4901,59.5,15,4,9.26,clear sky
368,Zhoucheng,CN,35.9122,116.3117,37.02,29,9,3.78,clear sky
369,Sur,OM,22.5667,59.5289,71.38,61,6,3.78,clear sky
370,Muzhi,RU,65.3667,64.6667,-24.16,100,98,1.01,overcast clouds
371,Ubeda,ES,38.0133,-3.3705,47.84,61,0,4.83,clear sky
372,Callaway,US,30.153,-85.5699,58.91,59,0,1.99,clear sky
373,Flinders,AU,-34.5833,150.8552,70.18,79,100,11.99,overcast clouds
374,Ayan,RU,56.45,138.1667,-0.99,67,71,12.91,broken clouds
375,Karwar,IN,14.8,74.1333,70.0,68,10,4.45,clear sky
376,Taoudenni,ML,22.6783,-3.9836,68.2,22,2,11.05,clear sky
377,Cabedelo,BR,-6.9811,-34.8339,79.47,76,5,8.1,clear sky
378,Pochutla,MX,15.7432,-96.4661,78.82,71,0,6.91,clear sky
379,Beaufort,MY,5.3473,115.7455,84.36,71,82,4.72,broken clouds
380,Yanam,IN,16.7333,82.2167,68.4,96,70,2.89,very heavy rain
381,Almaznyy,RU,48.0448,40.045,35.74,98,100,9.84,light rain
382,Kakonko,TZ,-3.2828,30.9642,62.69,94,100,1.01,overcast clouds
383,Stykkisholmur,IS,65.0757,-22.7297,28.85,93,100,11.3,light snow
384,Adrar,MR,20.5022,-10.0711,69.13,18,98,10.16,overcast clouds
385,Pangnirtung,CA,66.1451,-65.7125,-23.87,84,71,6.62,broken clouds
386,Praya,CV,14.9215,-23.5087,79.34,44,75,14.97,broken clouds
387,Kinlochleven,GB,56.7115,-4.9661,46.29,93,100,4.7,moderate rain
388,Socorro,US,31.6546,-106.3033,61.32,24,100,5.75,overcast clouds
389,Paramirim,BR,-13.4425,-42.2389,72.5,79,97,2.46,overcast clouds
390,Murray Bridge,AU,-35.1167,139.2667,72.32,44,34,15.46,scattered clouds
391,Yenagoa,NG,4.9247,6.2642,76.3,77,10,3.11,clear sky
392,Zhigansk,RU,66.7697,123.3711,-27.78,99,89,8.93,overcast clouds
393,Tamworth,GB,52.634,-1.6959,51.8,93,100,3.0,overcast clouds
394,Port Hedland,AU,-20.3167,118.5667,86.05,79,100,4.61,overcast clouds
395,Pilar,BR,-9.5972,-35.9567,76.93,87,2,3.89,clear sky
396,Porto Santo,PT,33.072,-16.3415,64.78,77,20,17.27,few clouds
397,Caravelas,BR,-17.7125,-39.2481,76.53,93,26,7.61,scattered clouds
398,Yumen,CN,40.2833,97.2,15.89,32,7,7.36,clear sky
399,Chokwe,MZ,-24.5333,32.9833,73.67,82,0,4.18,clear sky
400,Vostok,RU,46.4856,135.8833,1.9,88,100,5.21,overcast clouds
401,Krasnoselkup,RU,65.7,82.4667,-16.29,100,83,3.67,broken clouds
402,Cocobeach,GA,1.0002,9.5823,79.68,81,100,6.2,overcast clouds
403,Buraydah,SA,26.326,43.975,45.05,48,0,7.96,clear sky
404,Roald,NO,62.5833,6.1333,37.9,70,75,14.97,broken clouds
405,Marzuq,YE,14.4,46.4667,61.3,68,67,0.54,broken clouds
406,Agirish,RU,61.9247,63.0231,14.52,96,100,7.31,overcast clouds
407,Matara,LK,5.9485,80.5353,70.88,86,11,9.84,few clouds
408,Fort Nelson,CA,58.8053,-122.7002,-13.41,84,0,3.44,clear sky
409,Prince Rupert,CA,54.3161,-130.3201,37.09,80,75,3.44,broken clouds
410,Saint-Francois,FR,46.4154,3.9054,45.68,99,100,9.22,overcast clouds
411,Arefu,RO,45.3333,24.6,23.45,83,21,4.05,few clouds
412,Santiago,CL,-33.4569,-70.6483,71.29,49,0,11.5,clear sky
413,Payo,ID,-3.7508,103.6372,71.46,98,100,2.57,overcast clouds
414,Boa Vista,BR,2.8197,-60.6733,82.38,61,0,12.66,clear sky
415,Nioro,GM,13.35,-15.75,83.59,12,2,11.95,clear sky
416,Mezen,RU,65.8522,44.24,5.22,96,100,6.2,overcast clouds
417,Lasa,IT,46.6166,10.7002,40.46,94,100,8.9,light snow
418,Bauta,CU,22.9828,-82.5464,69.69,83,75,9.22,broken clouds
419,Saint Anthony,US,45.0205,-93.218,8.92,68,0,5.99,clear sky
420,Marfino,RU,55.7028,37.3822,26.74,86,100,8.95,light snow
421,Mareeba,AU,-17.0,145.4333,89.47,92,100,5.91,overcast clouds
422,Paamiut,GL,61.994,-49.6678,6.94,93,100,8.1,light snow
423,Umm Lajj,SA,25.0213,37.2685,64.54,32,0,5.5,clear sky
424,Plettenberg Bay,ZA,-34.0527,23.3716,73.45,84,100,2.39,overcast clouds
425,Agdas,AZ,40.65,47.4761,31.87,83,15,4.63,few clouds
426,Arlit,NE,18.7369,7.3853,60.01,15,100,8.05,overcast clouds
427,Nemuro,JP,43.3236,145.575,25.23,69,15,17.94,few clouds
428,Mar Del Plata,AR,-38.0023,-57.5575,71.1,79,0,1.01,clear sky
429,Pisco,PE,-13.7,-76.2167,69.85,73,0,17.27,clear sky
430,Westerland,DE,54.9079,8.3033,42.82,81,75,27.63,broken clouds
431,Nauta,PE,-4.5061,-73.5757,77.2,73,71,2.62,broken clouds
432,Nabire,ID,-3.3667,135.4833,84.31,69,100,2.95,overcast clouds
433,Samarai,PG,-10.6167,150.6667,81.63,76,100,10.6,overcast clouds
434,Nuuk,GL,64.1835,-51.7216,9.21,78,100,4.61,light snow
435,Lubango,AO,-14.9172,13.4925,58.66,50,100,3.6,overcast clouds
436,Urumqi,CN,43.801,87.6005,-4.85,92,20,4.47,mist
437,Kaeo,NZ,-35.1,173.7833,77.32,77,100,12.17,overcast clouds
438,Waddan,LY,29.1614,16.139,46.45,66,100,7.76,overcast clouds
439,Tome,CL,-36.6167,-72.95,57.81,93,3,7.99,clear sky
440,Nicoya,CR,10.1483,-85.452,78.35,73,14,2.01,few clouds
441,Merauke,ID,-8.4667,140.3333,76.17,85,100,3.0,moderate rain
442,La Orilla,MX,17.9833,-102.2333,76.64,62,1,7.61,clear sky
443,Sisimiut,GL,66.9395,-53.6735,7.41,88,100,10.89,light snow
444,Razdolinsk,RU,58.4211,94.6658,-7.33,100,99,0.63,overcast clouds
445,Clearlake,US,38.9582,-122.6264,57.9,14,0,7.2,clear sky
446,Maniitsoq,GL,65.4167,-52.9,7.99,80,100,10.42,light snow
447,Necochea,AR,-38.5473,-58.7368,65.03,81,9,6.24,clear sky
448,Mananjary,MG,-21.2167,48.3333,73.67,86,77,5.61,broken clouds
449,Snasa,NO,64.2457,12.3778,10.87,89,100,6.51,overcast clouds
450,Santa Cruz,BO,-17.8,-63.1667,78.26,83,75,6.91,broken clouds
451,Llangefni,GB,53.2556,-4.3106,50.65,87,75,17.27,broken clouds
452,Port Lincoln,AU,-34.7333,135.8667,62.98,54,99,16.44,overcast clouds
453,Khandyga,RU,62.6667,135.6,-24.86,97,100,1.63,overcast clouds
454,Barabinsk,RU,55.3571,78.357,3.54,100,97,4.25,overcast clouds
455,Tulum,MX,20.2167,-87.4667,73.98,81,6,5.46,clear sky
456,Ahipara,NZ,-35.1667,173.1667,76.17,64,100,15.3,overcast clouds
457,Port-Gentil,GA,-0.7193,8.7815,80.91,75,100,9.46,moderate rain
458,Calama,CL,-22.4667,-68.9333,56.5,31,0,8.34,clear sky
459,Bethanien,NA,-26.502,17.1583,73.33,69,90,3.76,light rain
460,Whitecourt,CA,54.1502,-115.6855,-2.96,65,20,11.5,few clouds
461,Batagay,RU,67.6333,134.6333,-21.33,99,100,1.3,overcast clouds
462,Port Townsend,US,48.117,-122.7605,43.23,80,100,5.99,overcast clouds
463,Halifax,CA,44.6453,-63.5724,17.22,71,11,6.91,few clouds
464,Mao,ES,39.8885,4.2658,48.76,87,0,5.75,clear sky
465,Yalta,UA,44.5,34.1667,44.62,87,100,3.06,overcast clouds
466,Norco,US,33.9311,-117.5487,61.66,66,40,1.99,haze
467,Bajil,YE,15.0584,43.2851,73.98,85,5,5.53,clear sky
468,Leshukonskoye,RU,64.8989,45.7622,11.17,96,100,6.02,overcast clouds
469,Batagay-Alyta,RU,67.8006,130.4114,-8.55,99,100,1.77,overcast clouds
470,Parabel,RU,58.6978,81.4825,16.39,95,100,7.27,overcast clouds
471,Talara,PE,-4.5772,-81.2719,72.34,83,13,10.31,few clouds
472,Namatanai,PG,-3.6667,152.4333,82.2,73,96,5.17,light rain
473,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,55,40,18.41,scattered clouds
474,San Policarpo,PH,12.1791,125.5072,80.64,82,1,10.02,clear sky
475,Lincoln,US,40.8,-96.667,27.18,45,20,3.0,few clouds
476,Houston,US,29.7633,-95.3633,66.09,80,100,1.01,overcast clouds
477,Kabare,CD,-2.4683,28.8242,61.02,91,100,2.1,overcast clouds
478,Vanavara,RU,60.34,102.2797,-13.81,100,95,2.71,overcast clouds
479,Tucupita,VE,9.0622,-62.051,73.6,88,0,5.06,clear sky
480,Quetigny,FR,47.3167,5.1167,42.78,100,100,5.75,overcast clouds
481,Araguacu,BR,-12.9306,-49.8264,72.95,93,88,2.51,overcast clouds
482,Ballitoville,ZA,-29.539,31.2144,77.16,83,75,4.61,broken clouds
483,Banda Aceh,ID,5.5577,95.3222,78.64,75,8,3.31,clear sky
484,Yeppoon,AU,-23.1333,150.7333,92.98,58,84,7.65,broken clouds
485,Ulladulla,AU,-35.35,150.4667,66.87,83,100,9.95,overcast clouds
486,Rocha,UY,-34.4833,-54.3333,59.18,76,0,6.11,clear sky
487,Borogontsy,RU,62.6683,131.1683,-22.67,95,100,3.09,overcast clouds
488,Kungurtug,RU,50.5994,97.5228,-20.87,98,76,1.54,broken clouds
489,San Lorenzo,PY,-25.3333,-57.5333,82.87,26,0,5.08,clear sky
490,Dingzhou,CN,38.5131,114.9956,24.91,40,0,0.76,clear sky
491,Berdigestyakh,RU,62.0989,126.6992,-18.9,95,100,7.49,overcast clouds
492,Colorado,BR,-22.8375,-51.9731,70.83,92,100,6.6,overcast clouds
493,Bhaderwah,IN,32.9784,75.7186,34.77,64,39,3.53,scattered clouds
494,Salalah,OM,17.0151,54.0924,66.29,34,0,4.61,clear sky
495,Odda,NO,60.0691,6.5457,38.77,99,77,7.47,broken clouds
496,Tautira,PF,-17.7333,-149.15,89.62,77,19,18.12,few clouds
497,Maningrida,AU,-12.0667,134.2667,84.43,71,72,13.02,light rain
498,Road Town,VG,18.4167,-64.6167,77.09,83,20,9.22,few clouds
499,Mecca,SA,21.4267,39.8261,67.19,41,0,2.15,clear sky
500,Pangody,RU,65.85,74.4859,-18.24,100,100,6.38,overcast clouds
501,Havelock,US,34.8791,-76.9013,43.93,75,0,4.0,clear sky
502,Atambua,ID,-9.1061,124.8925,79.5,73,92,8.05,overcast clouds
503,La Ronge,CA,55.1001,-105.2842,-9.15,64,75,10.36,broken clouds
504,Half Moon Bay,US,37.4636,-122.4286,61.02,39,0,3.0,haze
505,Petawawa,CA,45.9001,-77.3328,32.27,65,100,5.01,overcast clouds
506,Barreirinha,BR,-2.7933,-57.07,75.81,90,30,1.86,scattered clouds
507,Edremit,TR,39.5961,27.0244,53.35,71,75,5.75,broken clouds
508,Vishnyakovskiye Dachi,RU,55.7614,38.1344,27.19,95,100,8.37,snow
509,Bakel,SN,14.905,-12.4568,78.8,10,8,12.8,clear sky
510,Terney,RU,45.0503,136.6092,14.05,59,5,11.48,clear sky
511,Abu Samrah,SY,35.3029,37.1841,47.5,72,24,5.14,few clouds
512,Cascais,PT,38.6979,-9.4215,56.05,52,0,5.01,clear sky
513,Walvis Bay,NA,-22.9575,14.5053,67.08,87,5,3.42,clear sky
514,Chanute,US,37.6792,-95.4572,42.08,93,100,12.66,mist
515,Brokopondo,SR,4.75,-55.1667,76.24,79,89,10.54,overcast clouds
516,Aleppo,SY,36.25,37.5,45.99,78,100,9.15,overcast clouds
517,Ferrol,ES,43.4832,-8.2369,49.26,84,0,5.14,clear sky
518,Geilo,NO,60.5333,8.2076,19.71,83,96,2.42,light snow
519,Salinas,US,36.6777,-121.6555,59.65,37,0,1.21,clear sky
520,Nokaneng,BW,-19.6667,22.2667,69.51,84,100,4.97,overcast clouds
521,Meadow Lake,US,34.8014,-106.5436,48.11,29,100,1.77,overcast clouds
522,Kimberley,ZA,-28.7323,24.7623,65.89,100,100,2.3,overcast clouds
523,Olafsvik,IS,64.8945,-23.7142,34.95,77,100,16.06,snow
524,Catuday,PH,16.2923,119.8062,77.47,66,10,13.96,clear sky
525,Larap,PH,14.299,122.6504,76.01,90,100,14.63,overcast clouds
526,Lake City,US,30.1897,-82.6393,58.98,58,0,5.75,clear sky
527,Inirida,CO,3.8653,-67.9239,79.48,53,17,1.45,few clouds
528,Asau,RO,46.4333,26.4,26.76,92,95,5.59,overcast clouds
529,Kachug,RU,53.9606,105.8817,-19.35,100,100,1.72,overcast clouds
530,Mirnyy,RU,62.5353,113.9611,-28.77,67,26,4.0,scattered clouds
531,Panama City,PA,8.9936,-79.5197,79.38,69,20,5.75,few clouds
532,Kyshtovka,RU,56.555,76.6271,-0.87,100,98,4.41,overcast clouds
533,Zlotow,PL,53.3635,17.0408,36.72,91,100,19.73,overcast clouds
534,Rio Grande,BR,-32.035,-52.0986,68.85,65,0,10.49,clear sky
535,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,81.7,53,100,5.3,overcast clouds
536,Shaowu,CN,27.3409,117.4831,45.5,98,100,3.44,overcast clouds
537,Contamana,PE,-7.3333,-75.0167,77.95,60,20,2.91,few clouds
538,Kathmandu,NP,27.7167,85.3167,39.42,100,20,2.3,mist
539,Imbituba,BR,-28.24,-48.6703,77.83,88,81,5.64,broken clouds
540,Opelousas,US,30.5335,-92.0815,64.53,94,100,6.91,overcast clouds
541,Lerwick,GB,60.1545,-1.1494,39.2,70,100,19.46,overcast clouds
542,Garwa,IN,24.1833,83.8167,53.98,60,0,2.68,clear sky
543,Porto Velho,BR,-8.7619,-63.9039,75.25,88,75,3.44,broken clouds
544,Gagra,GE,43.3283,40.2239,54.52,72,100,10.31,overcast clouds
545,Manokwari,ID,-0.8667,134.0833,81.48,71,100,3.62,overcast clouds
546,Nerchinsk,RU,51.9833,116.5833,-19.16,98,53,1.66,broken clouds
547,Kovur,IN,14.4833,79.9833,68.5,79,8,4.09,moderate rain
548,Thinadhoo,MV,0.5333,72.9333,83.17,69,8,12.44,clear sky
549,Kerchevskiy,RU,59.946,56.2884,26.87,95,100,9.1,light snow
550,Mikhaylovskoye,RU,51.8239,79.7172,2.46,91,100,4.38,overcast clouds
551,Lagoa,PT,39.05,-27.9833,58.95,71,13,13.33,few clouds
552,Oktyabrskiy,RU,54.4815,53.471,26.01,91,96,13.94,overcast clouds
553,Selma,US,36.5708,-119.6121,55.18,77,49,3.69,scattered clouds
554,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,23,0,23.02,clear sky
555,Asfi,MA,32.2994,-9.2372,58.8,49,54,12.64,broken clouds
556,Kachiry,KZ,53.0675,76.1036,-0.22,100,91,4.52,overcast clouds
557,Mandan,US,46.8267,-100.8896,3.04,71,0,13.8,clear sky
558,Bestobe,KZ,52.4994,73.0975,2.91,90,16,8.05,few clouds
559,Ampanihy,MG,-24.7,44.75,68.68,76,0,8.32,clear sky
560,Carauari,BR,-4.8828,-66.8958,73.04,98,56,2.19,broken clouds
561,Rawson,AR,-43.3002,-65.1023,76.68,32,6,8.41,clear sky
562,Yatou,CN,37.15,122.3833,31.14,52,72,7.23,broken clouds
563,Zhezkazgan,KZ,47.8043,67.7144,3.18,85,20,8.95,few clouds
564,Del Rio,US,29.3627,-100.8968,73.51,33,0,3.44,clear sky
565,Dali,CN,25.7,100.1833,45.61,62,6,4.79,clear sky
566,San Rafael,AR,-34.6177,-68.3301,84.34,34,100,8.9,overcast clouds
567,Puerto Escondido,MX,15.85,-97.0667,79.63,73,20,16.11,few clouds
568,Mauganj,IN,24.6833,81.8833,56.79,55,0,3.13,clear sky
569,Kedrovyy,RU,56.1667,91.8167,-8.99,92,99,3.29,overcast clouds
570,Umm Kaddadah,SD,13.6017,26.6876,56.44,23,0,8.34,clear sky
571,Sompeta,IN,18.9333,84.6,67.62,70,5,3.29,clear sky
572,Espanola,US,35.9911,-106.0806,43.72,68,100,1.32,overcast clouds
573,Pryazha,RU,61.6926,33.6216,-1.17,97,100,3.74,overcast clouds
574,Pingdu,CN,36.7844,119.9464,26.04,36,57,4.85,broken clouds
575,Baykit,RU,61.67,96.37,-12.69,100,93,0.98,overcast clouds
576,Ewo,CG,-0.8725,14.8206,78.94,60,100,2.13,overcast clouds
577,Taltal,CL,-25.4,-70.4833,66.27,79,0,2.62,clear sky
578,Morehead,US,37.2711,-87.1764,55.85,52,0,1.99,clear sky
579,Utinga,BR,-5.8172,-35.3954,79.2,94,20,3.44,few clouds
580,Matamoros,MX,25.5333,-103.25,73.51,19,0,5.75,clear sky
581,Aykhal,RU,66.0,111.5,-21.17,100,11,2.53,few clouds
582,Batemans Bay,AU,-35.7167,150.1833,71.2,89,100,3.76,overcast clouds
583,Kuah,MY,6.3265,99.8432,82.38,74,20,3.44,few clouds
584,Mae Hong Son,TH,19.3003,97.9685,55.54,88,20,1.14,few clouds
585,Lorengau,PG,-2.0226,147.2712,78.93,83,100,6.33,overcast clouds
586,Nelson Bay,AU,-32.7167,152.15,74.1,92,100,1.01,light rain
587,Morondava,MG,-20.2833,44.2833,79.56,85,13,2.66,few clouds
588,Delijan,IR,33.9905,50.6838,28.8,92,63,5.32,broken clouds
589,Anadyr,RU,64.75,177.4833,23.5,54,2,17.9,clear sky
590,Sakyla,FI,61.0333,22.3333,11.05,98,100,2.44,overcast clouds
591,Valdivia,CL,-39.8142,-73.2459,60.89,96,19,1.01,few clouds
592,Aklavik,CA,68.2191,-135.0107,-13.97,100,97,3.85,overcast clouds
593,Kidal,ML,18.4411,1.4078,63.79,16,92,8.86,overcast clouds
594,Aksarka,RU,66.5606,67.7975,-19.52,100,89,6.29,overcast clouds
595,Progreso,MX,21.2833,-89.6667,78.91,63,79,11.86,broken clouds
596,Jiexiu,CN,37.0244,111.9125,28.24,39,96,4.09,overcast clouds
597,Garissa,KE,-0.4536,39.6401,76.73,76,100,7.2,overcast clouds
598,Tessalit,ML,20.1986,1.0114,60.82,20,87,11.61,overcast clouds
599,Mayumba,GA,-3.432,10.6554,77.72,90,99,5.84,moderate rain
600,Pangkalanbuun,ID,-2.6833,111.6167,82.47,76,84,2.24,light rain
601,Colac,AU,-38.3333,143.5833,65.01,50,100,9.82,overcast clouds
602,Buchanan,LR,5.8808,-10.0467,78.08,84,97,2.64,overcast clouds
603,Pauini,BR,-7.7136,-66.9764,72.95,98,100,1.52,overcast clouds
604,Veraval,IN,20.9,70.3667,68.18,64,0,7.11,clear sky
605,Kano,NG,12.0001,8.5167,57.09,51,0,0.0,haze
606,Isangel,VU,-19.55,169.2667,86.11,84,75,2.3,broken clouds
607,Charagua,BO,-19.8,-63.2167,65.73,87,32,4.83,scattered clouds
608,Paragominas,BR,-2.9667,-47.4833,72.68,98,100,2.82,light rain
609,Tay Ninh,VN,11.3,106.1,81.82,59,55,5.99,broken clouds
610,Bowen,AU,-20.0167,148.2333,89.82,66,100,7.52,overcast clouds
611,Sheltozero,RU,61.3667,35.3667,16.79,96,100,3.29,snow
612,Vila Velha,BR,-20.3297,-40.2925,75.15,93,100,13.0,heavy intensity rain
613,Ossora,RU,59.2353,163.0719,28.89,97,100,11.14,light snow
614,Loukhi,RU,66.0764,33.0381,7.92,97,100,7.2,overcast clouds
615,Sakakah,SA,29.9697,40.2064,42.37,54,0,6.69,clear sky
616,Ruteng,ID,-8.6136,120.4721,75.16,61,21,2.91,few clouds
617,Horsham,GB,51.064,-0.3272,51.55,86,75,14.97,broken clouds
618,Cherlak,RU,54.155,74.8055,-2.85,100,100,4.45,overcast clouds
619,Rabo De Peixe,PT,37.8,-25.5833,56.28,95,20,6.91,few clouds
620,Verkh-Usugli,RU,52.7,115.1667,-6.12,85,19,1.66,few clouds
621,Kula,TR,38.5473,28.6498,39.31,86,100,13.02,overcast clouds
622,Alakurtti,RU,66.9672,30.3491,12.63,96,100,3.33,overcast clouds
623,Ponta Delgada,PT,37.7333,-25.6667,57.51,82,20,6.91,few clouds
624,Tarakan,ID,3.3,117.6333,83.7,74,20,8.05,few clouds
625,Ambilobe,MG,-13.2,49.05,73.87,93,100,1.14,light rain
626,Nhulunbuy,AU,-12.2333,136.7667,86.61,79,75,8.05,broken clouds
627,Lisakovsk,KZ,52.5369,62.4936,15.87,87,100,11.61,overcast clouds
628,Zhangjiakou,CN,40.81,114.8794,14.94,42,0,4.12,clear sky
629,Muros,ES,42.7762,-9.0603,53.24,81,0,5.77,clear sky
630,Magadan,RU,59.5667,150.8,7.12,76,98,11.16,overcast clouds
631,Kosa,RU,59.9445,54.9977,25.75,95,100,8.75,overcast clouds
632,Karasburg,NA,-28.0167,18.75,73.17,63,100,4.41,overcast clouds
633,Erdenet,MN,49.0333,104.0833,-6.23,85,34,5.06,scattered clouds
634,Dovbysh,UA,50.3733,27.9874,18.16,90,94,9.26,overcast clouds
635,Bar Harbor,US,44.3876,-68.2039,26.91,71,0,1.99,clear sky
636,Hualmay,PE,-11.0964,-77.6139,71.15,79,85,8.75,overcast clouds
637,Mamlyutka,KZ,54.9375,68.5394,19.42,93,77,8.39,broken clouds
638,Yongzhou,CN,26.4559,111.5988,38.01,88,100,6.15,moderate rain
639,Salar,ES,37.1499,-4.0191,48.81,73,0,3.31,clear sky
640,Bathsheba,BB,13.2167,-59.5167,79.41,78,75,13.8,broken clouds
641,Lake Havasu City,US,34.4839,-114.3224,59.32,17,0,5.99,clear sky
642,Coihaique,CL,-45.5752,-72.0662,60.75,44,0,10.36,clear sky
643,Crossville,US,35.949,-85.0269,49.89,51,0,4.61,clear sky
644,Fort-Shevchenko,KZ,44.5086,50.263,36.28,85,47,8.08,scattered clouds
645,Asino,RU,56.9979,86.1452,17.69,95,100,7.14,overcast clouds
646,Poum,NC,-20.2333,164.0167,80.73,74,72,12.3,broken clouds
647,Touros,BR,-5.1989,-35.4608,77.9,77,40,8.99,scattered clouds
648,Qui Nhon,VN,13.7667,109.2333,75.61,82,94,9.69,overcast clouds
649,Wolgast,DE,54.05,13.7667,40.86,87,98,22.41,overcast clouds
650,Kismayo,SO,-0.3582,42.5454,78.24,84,100,13.69,overcast clouds
651,Makasar,ID,-5.14,119.4221,80.65,89,20,3.44,few clouds
652,Bandarbeyla,SO,9.4942,50.8122,74.86,78,16,15.41,few clouds
653,Sao Filipe,CV,14.8961,-24.4956,73.26,77,15,14.41,few clouds
654,Paracuru,BR,-3.41,-39.0306,82.42,81,18,10.04,few clouds
655,Cueto,CU,20.6439,-75.9356,73.92,76,53,11.1,broken clouds
656,Hofn,IS,64.2539,-15.2082,25.5,68,72,10.92,broken clouds
657,Namuac,PH,18.6109,121.1657,76.93,71,11,14.97,few clouds
658,Sabang,ID,5.8933,95.3214,80.96,73,16,6.98,few clouds
